Accession	TF	Tissue	Cell	File	CellDeriv	IMPACT_new
GSM1505651	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505651_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505652	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505652_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505653	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505653_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505654	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505654_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505655	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505655_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505656	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505656_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505657	GATA4	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505657_GATA4_peaks.narrowPeak	Mesendoderm	345
GSM1505658	GATA6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505658_GATA6_peaks.narrowPeak	Mesendoderm	346
GSM1505660	GATA6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505660_GATA6_peaks.narrowPeak	Mesendoderm	346
GSM1505661	GATA6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505661_GATA6_peaks.narrowPeak	Mesendoderm	346
GSM1505662	GATA6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505662_GATA6_peaks.narrowPeak	Mesendoderm	346
GSM1505663	GATA6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505663_GATA6_peaks.narrowPeak	Mesendoderm	346
GSM1505664	GATA6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505664_GATA6_peaks.narrowPeak	Mesendoderm	346
GSM1505659	GATA6	STEMCELL	hESC HUES64	PRJNA261253_GSM1505659_GATA6_peaks.narrowPeak	Stem cell	347
GSM1505679	HEY1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505679_HEY1_peaks.narrowPeak	Mesendoderm	348
GSM1505680	HNF1B	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505680_HNF1B_peaks.narrowPeak	Mesendoderm	349
GSM1505682	HNF1B	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505682_HNF1B_peaks.narrowPeak	Mesendoderm	349
GSM1505683	HNF1B	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505683_HNF1B_peaks.narrowPeak	Mesendoderm	349
GSM1505681	HNF1B	STEMCELL	hESC HUES64	PRJNA261253_GSM1505681_HNF1B_peaks.narrowPeak	Stem cell	350
GSM1505684	HNF4A	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505684_HNF4A_peaks.narrowPeak	Mesendoderm	351
GSM1505685	HNF4A	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505685_HNF4A_peaks.narrowPeak	Mesendoderm	351
GSM1505686	HNF4A	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505686_HNF4A_peaks.narrowPeak	Mesendoderm	351
GSM1505687	HNF4A	STEMCELL	hESC HUES64	PRJNA261253_GSM1505687_HNF4A_peaks.narrowPeak	Stem cell	352
GSM1505688	KLF5	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505688_KLF5_peaks.narrowPeak	Mesendoderm	353
GSM1505689	KLF5	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505689_KLF5_peaks.narrowPeak	Mesendoderm	353
GSM1505690	KLF5	STEMCELL	hESC HUES64	PRJNA261253_GSM1505690_KLF5_peaks.narrowPeak	Stem cell	354
GSM1505691	LEF1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505691_LEF1_peaks.narrowPeak	Mesendoderm	355
GSM1505692	LEF1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505692_LEF1_peaks.narrowPeak	Mesendoderm	355
GSM1505693	NR5A2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505693_NR5A2_peaks.narrowPeak	Stem cell	356
GSM1505694	NR5A2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505694_NR5A2_peaks.narrowPeak	Mesendoderm	357
GSM1505704	OTX2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505704_OTX2_peaks.narrowPeak	Stem cell	358
GSM1505709	OTX2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505709_OTX2_peaks.narrowPeak	Stem cell	358
GSM1505711	OTX2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505711_OTX2_peaks.narrowPeak	Stem cell	358
GSM1505712	OTX2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505712_OTX2_peaks.narrowPeak	Stem cell	358
GSM1505705	OTX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505705_OTX2_peaks.narrowPeak	Mesendoderm	359
GSM1505706	OTX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505706_OTX2_peaks.narrowPeak	Mesendoderm	359
GSM1505708	OTX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505708_OTX2_peaks.narrowPeak	Mesendoderm	359
GSM1505713	OTX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505713_OTX2_peaks.narrowPeak	Mesendoderm	359
GSM1505707	OTX2	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505707_OTX2_peaks.narrowPeak	Ectoderm	360
GSM1505710	OTX2	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505710_OTX2_peaks.narrowPeak	Ectoderm	360
GSM1505714	PAX6	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505714_PAX6_peaks.narrowPeak	Mesendoderm	361
GSM1505715	PAX6	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505715_PAX6_peaks.narrowPeak	Ectoderm	362
GSM1505751	SMAD4	STEMCELL	hESC HUES64	PRJNA261253_GSM1505751_SMAD4_peaks.narrowPeak	Stem cell	363
GSM1505757	SMAD4	STEMCELL	hESC HUES64	PRJNA261253_GSM1505757_SMAD4_peaks.narrowPeak	Stem cell	363
GSM1505755	SMAD4	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505755_SMAD4_peaks.narrowPeak	Ectoderm	364
GSM1505758	SNAI2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505758_SNAI2_peaks.narrowPeak	Stem cell	365
GSM1505759	SNAI2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505759_SNAI2_peaks.narrowPeak	Mesendoderm	366
GSM1505760	SOX17	STEMCELL	hESC HUES64	PRJNA261253_GSM1505760_SOX17_peaks.narrowPeak	Stem cell	367
GSM1505761	SOX17	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505761_SOX17_peaks.narrowPeak	Mesendoderm	368
GSM1505762	SOX17	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505762_SOX17_peaks.narrowPeak	Mesendoderm	368
GSM1505763	SOX17	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505763_SOX17_peaks.narrowPeak	Mesendoderm	368
GSM1505764	SOX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505764_SOX2_peaks.narrowPeak	Mesendoderm	369
GSM1505765	SOX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505765_SOX2_peaks.narrowPeak	Mesendoderm	369
GSM1505767	SOX2	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505767_SOX2_peaks.narrowPeak	Mesendoderm	369
GSM1505766	SOX2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505766_SOX2_peaks.narrowPeak	Stem cell	370
GSM1505768	SOX2	STEMCELL	hESC HUES64	PRJNA261253_GSM1505768_SOX2_peaks.narrowPeak	Stem cell	370
GSM1505769	SP1	STEMCELL	hESC HUES64	PRJNA261253_GSM1505769_SP1_peaks.narrowPeak	Stem cell	371
GSM1505771	SP1	STEMCELL	hESC HUES64	PRJNA261253_GSM1505771_SP1_peaks.narrowPeak	Stem cell	371
GSM1505770	SP1	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505770_SP1_peaks.narrowPeak	Mesendoderm	372
GSM1505772	SRF	STEMCELL	hESC HUES64	PRJNA261253_GSM1505772_SRF_peaks.narrowPeak	Stem cell	373
GSM1505774	SRF	STEMCELL	hESC HUES64	PRJNA261253_GSM1505774_SRF_peaks.narrowPeak	Stem cell	373
GSM1505775	SRF	STEMCELL	hESC HUES64	PRJNA261253_GSM1505775_SRF_peaks.narrowPeak	Stem cell	373
GSM1505773	SRF	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505773_SRF_peaks.narrowPeak	Mesendoderm	374
GSM1505776	SRF	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505776_SRF_peaks.narrowPeak	Mesendoderm	374
GSM1505777	SRF	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505777_SRF_peaks.narrowPeak	Mesendoderm	374
GSM1505778	SRF	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505778_SRF_peaks.narrowPeak	Ectoderm	375
GSM1505779	STAT3	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505779_STAT3_peaks.narrowPeak	Mesendoderm	376
GSM1505780	STAT3	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505780_STAT3_peaks.narrowPeak	Mesendoderm	376
GSM1505781	STAT3	STEMCELL	hESC HUES64	PRJNA261253_GSM1505781_STAT3_peaks.narrowPeak	Stem cell	377
GSM1505806	MYC	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505806_MYC_peaks.narrowPeak	Mesendoderm	378
GSM1505807	MYC	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505807_MYC_peaks.narrowPeak	Mesendoderm	378
GSM1505810	MYC	STEMCELL	hESC derived mesendodermal cells	PRJNA261253_GSM1505810_MYC_peaks.narrowPeak	Mesendoderm	378
GSM1505808	MYC	STEMCELL	hESC derived ectodermal cells	PRJNA261253_GSM1505808_MYC_peaks.narrowPeak	Ectoderm	379
GSM1505809	MYC	STEMCELL	hESC HUES64	PRJNA261253_GSM1505809_MYC_peaks.narrowPeak	Stem cell	380
GSM1517537	FLI1	SARCOMA	SKMNC	PRJNA262730_GSM1517537_FLI1_peaks.narrowPeak	Muscle	381
GSM1517544	FLI1	SARCOMA	SKMNC	PRJNA262730_GSM1517544_FLI1_peaks.narrowPeak	Muscle	381
GSM1517546	FLI1	SARCOMA	SKMNC	PRJNA262730_GSM1517546_FLI1_peaks.narrowPeak	Muscle	381
GSM1517553	FLI1	SARCOMA	SKMNC	PRJNA262730_GSM1517553_FLI1_peaks.narrowPeak	Muscle	381
GSM1517555	FLI1	SARCOMA	SKMNC	PRJNA262730_GSM1517555_FLI1_peaks.narrowPeak	Muscle	381
GSM1517550	GABPA	SARCOMA	SKMNC	PRJNA262730_GSM1517550_GABPA_peaks.narrowPeak	Muscle	382
GSM1517559	GABPA	SARCOMA	SKMNC	PRJNA262730_GSM1517559_GABPA_peaks.narrowPeak	Muscle	382
GSM1517551	ELF1	SARCOMA	SKMNC	PRJNA262730_GSM1517551_ELF1_peaks.narrowPeak	Muscle	383
GSM1517560	ELF1	SARCOMA	SKMNC	PRJNA262730_GSM1517560_ELF1_peaks.narrowPeak	Muscle	383
GSM1517562	FLI1	SARCOMA	A-673	PRJNA262730_GSM1517562_FLI1_peaks.narrowPeak	Muscle	384
GSM1517569	FLI1	SARCOMA	A-673	PRJNA262730_GSM1517569_FLI1_peaks.narrowPeak	Muscle	384
GSM1517572	FLI1	SARCOMA	A-673	PRJNA262730_GSM1517572_FLI1_peaks.narrowPeak	Muscle	384
GSM1521760	OTX2	STEMCELL	hESC derived neural cells	PRJNA263414_GSM1521760_OTX2_peaks.narrowPeak	Brain	385
GSM1521761	OTX2	STEMCELL	hESC derived neural cells	PRJNA263414_GSM1521761_OTX2_peaks.narrowPeak	Brain	385
GSM1527836	FOXP1	PROSTATE	LNCAP	PRJNA264289_GSM1527836_FOXP1_peaks.narrowPeak	Prostate	386
GSM1527837	FOXP1	PROSTATE	LNCAP	PRJNA264289_GSM1527837_FOXP1_peaks.narrowPeak	Prostate	386
GSM1527839	RUNX1	PROSTATE	LNCAP	PRJNA264289_GSM1527839_RUNX1_peaks.narrowPeak	Prostate	387
GSM1527840	RUNX1	PROSTATE	LNCAP	PRJNA264289_GSM1527840_RUNX1_peaks.narrowPeak	Prostate	387
GSM1548071	EHF	LUNG	Calu-3	PRJNA267665_GSM1548071_EHF_peaks.narrowPeak	Lung	388
GSM1548072	EHF	LUNG	Calu-3	PRJNA267665_GSM1548072_EHF_peaks.narrowPeak	Lung	388
GSM1553235	HSF1	MELANOMA	451Lu	PRJNA268351_GSM1553235_HSF1_peaks.narrowPeak	Lung	389
GSM1553236	HSF1	MELANOMA	451Lu	PRJNA268351_GSM1553236_HSF1_peaks.narrowPeak	Lung	389
GSM1565011	MITF	MELANOMA	501A	PRJNA270236_GSM1565011_MITF_peaks.narrowPeak	Melanoma	390
GSM1003464	CTCF	BLOOD	DND-41	PRJNA63443_GSM1003464_CTCF_peaks.narrowPeak	T cell	391
GSM1003474	CTCF	BLOOD	CD20+	PRJNA63443_GSM1003474_CTCF_peaks.narrowPeak	B cell	392
GSM1003507	REST	BLOOD	K-562	PRJNA63443_GSM1003507_REST_peaks.narrowPeak	Myeloid	393
GSM831015	REST	BLOOD	K-562	PRJNA63443_GSM831015_REST_peaks.narrowPeak	Myeloid	393
GSM803440	REST	BLOOD	K-562	PRJNA63447_GSM803440_REST_peaks.narrowPeak	Myeloid	393
GSM1003508	CTCF	BLOOD	Monocytes-CD14+	PRJNA63443_GSM1003508_CTCF_peaks.narrowPeak	Monocyte	394
GSM1003581	CTCF	LUNG	A549	PRJNA63443_GSM1003581_CTCF_peaks.narrowPeak	Lung	395
GSM1003582	CTCF	LUNG	A549	PRJNA63443_GSM1003582_CTCF_peaks.narrowPeak	Lung	395
GSM822289	CTCF	LUNG	A549	PRJNA63443_GSM822289_CTCF_peaks.narrowPeak	Lung	395
GSM1003606	CTCF	LUNG	A549	PRJNA63447_GSM1003606_CTCF_peaks.narrowPeak	Lung	395
GSM1022639	CTCF	LUNG	A549	PRJNA63447_GSM1022639_CTCF_peaks.narrowPeak	Lung	395
GSM1022640	CTCF	LUNG	A549	PRJNA63447_GSM1022640_CTCF_peaks.narrowPeak	Lung	395
GSM803453	CTCF	LUNG	A549	PRJNA63447_GSM803453_CTCF_peaks.narrowPeak	Lung	395
GSM803456	CTCF	LUNG	A549	PRJNA63447_GSM803456_CTCF_peaks.narrowPeak	Lung	395
GSM1006866	MYC	BREAST	MCF-7	PRJNA63443_GSM1006866_MYC_peaks.narrowPeak	Breast	396
GSM1006877	MYC	BREAST	MCF-7	PRJNA63443_GSM1006877_MYC_peaks.narrowPeak	Breast	396
GSM822301	MYC	BREAST	MCF-7	PRJNA63443_GSM822301_MYC_peaks.narrowPeak	Breast	396
GSM822304	MYC	BREAST	MCF-7	PRJNA63443_GSM822304_MYC_peaks.narrowPeak	Breast	396
GSM808754	MYC	BREAST	MCF-7	PRJNA63447_GSM808754_MYC_peaks.narrowPeak	Breast	396
GSM808755	MYC	BREAST	MCF-7	PRJNA63447_GSM808755_MYC_peaks.narrowPeak	Breast	396
GSM1006869	CTCF	BLOOD	GM13977	PRJNA63443_GSM1006869_CTCF_peaks.narrowPeak	B cell	397
GSM1006870	CTCF	BLOOD	GM10266	PRJNA63443_GSM1006870_CTCF_peaks.narrowPeak	B cell	398
GSM1006873	CTCF	BLOOD	GM20000	PRJNA63443_GSM1006873_CTCF_peaks.narrowPeak	B cell	399
GSM1006874	CTCF	PROSTATE	LNCAP	PRJNA63443_GSM1006874_CTCF_peaks.narrowPeak	Prostate	400
GSM1006887	CTCF	PROSTATE	LNCAP	PRJNA63443_GSM1006887_CTCF_peaks.narrowPeak	Prostate	400
GSM1006875	CTCF	BREAST	MCF-7	PRJNA63443_GSM1006875_CTCF_peaks.narrowPeak	Breast	401
GSM1006878	CTCF	BREAST	MCF-7	PRJNA63443_GSM1006878_CTCF_peaks.narrowPeak	Breast	401
GSM822305	CTCF	BREAST	MCF-7	PRJNA63443_GSM822305_CTCF_peaks.narrowPeak	Breast	401
GSM822308	CTCF	BREAST	MCF-7	PRJNA63443_GSM822308_CTCF_peaks.narrowPeak	Breast	401
GSM822309	CTCF	BREAST	MCF-7	PRJNA63443_GSM822309_CTCF_peaks.narrowPeak	Breast	401
GSM1010734	CTCF	BREAST	MCF-7	PRJNA63447_GSM1010734_CTCF_peaks.narrowPeak	Breast	401
GSM1022658	CTCF	BREAST	MCF-7	PRJNA63447_GSM1022658_CTCF_peaks.narrowPeak	Breast	401
GSM1022663	CTCF	BREAST	MCF-7	PRJNA63447_GSM1022663_CTCF_peaks.narrowPeak	Breast	401
GSM808752	CTCF	BREAST	MCF-7	PRJNA63447_GSM808752_CTCF_peaks.narrowPeak	Breast	401
GSM808753	CTCF	BREAST	MCF-7	PRJNA63447_GSM808753_CTCF_peaks.narrowPeak	Breast	401
GSM1006881	CTCF	PANCREAS	Pancreas	PRJNA63443_GSM1006881_CTCF_peaks.narrowPeak	Pancreas	402
GSM1006882	CTCF	LUNG	Lung	PRJNA63443_GSM1006882_CTCF_peaks.narrowPeak	Lung	403
GSM1006883	CTCF	OTHERS	Spleen	PRJNA63443_GSM1006883_CTCF_peaks.narrowPeak	Spleen	404
GSM1006885	CTCF	BLOOD	GM13976	PRJNA63443_GSM1006885_CTCF_peaks.narrowPeak	B cell	405
GSM1006886	CTCF	KIDNEY	Kidney	PRJNA63443_GSM1006886_CTCF_peaks.narrowPeak	Kidney	406
GSM1006891	CTCF	BLOOD	GM10248	PRJNA63443_GSM1006891_CTCF_peaks.narrowPeak	B cell	407
GSM1006893	CTCF	NEURAL	Medullo	PRJNA63443_GSM1006893_CTCF_peaks.narrowPeak	Brain	408
GSM624078	CTCF	CERVIX	HeLa	PRJNA63443_GSM624078_CTCF_peaks.narrowPeak	Cervix	409
GSM733785	CTCF	CERVIX	HeLa	PRJNA63443_GSM733785_CTCF_peaks.narrowPeak	Cervix	409
GSM822285	CTCF	CERVIX	HeLa	PRJNA63443_GSM822285_CTCF_peaks.narrowPeak	Cervix	409
GSM749729	CTCF	CERVIX	HeLa	PRJNA63447_GSM749729_CTCF_peaks.narrowPeak	Cervix	409
GSM749739	CTCF	CERVIX	HeLa	PRJNA63447_GSM749739_CTCF_peaks.narrowPeak	Cervix	409
GSM624079	CTCF	VASCULAR	HUVEC	PRJNA63443_GSM624079_CTCF_peaks.narrowPeak	Endothelial	410
GSM646412	CTCF	VASCULAR	HUVEC	PRJNA63443_GSM646412_CTCF_peaks.narrowPeak	Endothelial	410
GSM646413	CTCF	VASCULAR	HUVEC	PRJNA63443_GSM646413_CTCF_peaks.narrowPeak	Endothelial	410
GSM733716	CTCF	VASCULAR	HUVEC	PRJNA63443_GSM733716_CTCF_peaks.narrowPeak	Endothelial	410
GSM822279	CTCF	VASCULAR	HUVEC	PRJNA63443_GSM822279_CTCF_peaks.narrowPeak	Endothelial	410
GSM749674	CTCF	VASCULAR	HUVEC	PRJNA63447_GSM749674_CTCF_peaks.narrowPeak	Endothelial	410
GSM749749	CTCF	VASCULAR	HUVEC	PRJNA63447_GSM749749_CTCF_peaks.narrowPeak	Endothelial	410
GSM624080	CTCF	BLOOD	K-562	PRJNA63443_GSM624080_CTCF_peaks.narrowPeak	Myeloid	411
GSM646432	CTCF	BLOOD	K-562	PRJNA63443_GSM646432_CTCF_peaks.narrowPeak	Myeloid	411
GSM646433	CTCF	BLOOD	K-562	PRJNA63443_GSM646433_CTCF_peaks.narrowPeak	Myeloid	411
GSM733719	CTCF	BLOOD	K-562	PRJNA63443_GSM733719_CTCF_peaks.narrowPeak	Myeloid	411
GSM822311	CTCF	BLOOD	K-562	PRJNA63443_GSM822311_CTCF_peaks.narrowPeak	Myeloid	411
GSM1010820	CTCF	BLOOD	K-562	PRJNA63447_GSM1010820_CTCF_peaks.narrowPeak	Myeloid	411
GSM749690	CTCF	BLOOD	K-562	PRJNA63447_GSM749690_CTCF_peaks.narrowPeak	Myeloid	411
GSM749733	CTCF	BLOOD	K-562	PRJNA63447_GSM749733_CTCF_peaks.narrowPeak	Myeloid	411
GSM803401	CTCF	BLOOD	K-562	PRJNA63447_GSM803401_CTCF_peaks.narrowPeak	Myeloid	411
GSM935407	CTCF	BLOOD	K-562	PRJNA63447_GSM935407_CTCF_peaks.narrowPeak	Myeloid	411
GSM624081	CTCF	FIBROBLAST	NHEK	PRJNA63443_GSM624081_CTCF_peaks.narrowPeak	Keratinocyte	412
GSM646353	CTCF	LIVER	Hep G2	PRJNA63443_GSM646353_CTCF_peaks.narrowPeak	Liver	413
GSM646354	CTCF	LIVER	Hep G2	PRJNA63443_GSM646354_CTCF_peaks.narrowPeak	Liver	413
GSM733645	CTCF	LIVER	Hep G2	PRJNA63443_GSM733645_CTCF_peaks.narrowPeak	Liver	413
GSM822287	CTCF	LIVER	Hep G2	PRJNA63443_GSM822287_CTCF_peaks.narrowPeak	Liver	413
GSM748538	CTCF	LIVER	Hep G2	PRJNA63447_GSM748538_CTCF_peaks.narrowPeak	Liver	413
GSM748539	CTCF	LIVER	Hep G2	PRJNA63447_GSM748539_CTCF_peaks.narrowPeak	Liver	413
GSM749683	CTCF	LIVER	Hep G2	PRJNA63447_GSM749683_CTCF_peaks.narrowPeak	Liver	413
GSM749715	CTCF	LIVER	Hep G2	PRJNA63447_GSM749715_CTCF_peaks.narrowPeak	Liver	413
GSM803486	CTCF	LIVER	Hep G2	PRJNA63447_GSM803486_CTCF_peaks.narrowPeak	Liver	413
GSM646372	CTCF	BREAST	HMEC	PRJNA63443_GSM646372_CTCF_peaks.narrowPeak	Breast	414
GSM646373	CTCF	BREAST	HMEC	PRJNA63443_GSM646373_CTCF_peaks.narrowPeak	Breast	414
GSM733724	CTCF	BREAST	HMEC	PRJNA63443_GSM733724_CTCF_peaks.narrowPeak	Breast	414
GSM1022631	CTCF	BREAST	HMEC	PRJNA63447_GSM1022631_CTCF_peaks.narrowPeak	Breast	414
GSM749753	CTCF	BREAST	HMEC	PRJNA63447_GSM749753_CTCF_peaks.narrowPeak	Breast	414
GSM646392	CTCF	MUSCLE	HSMM	PRJNA63443_GSM646392_CTCF_peaks.narrowPeak	Myoblast	415
GSM646393	CTCF	MUSCLE	HSMM	PRJNA63443_GSM646393_CTCF_peaks.narrowPeak	Myoblast	415
GSM733762	CTCF	MUSCLE	HSMM	PRJNA63443_GSM733762_CTCF_peaks.narrowPeak	Myoblast	415
GSM733783	CTCF	MUSCLE	HSMM	PRJNA63443_GSM733783_CTCF_peaks.narrowPeak	Myoblast	415
GSM646454	CTCF	SKIN	NHEK	PRJNA63443_GSM646454_CTCF_peaks.narrowPeak	Keratinocyte	416
GSM646455	CTCF	SKIN	NHEK	PRJNA63443_GSM646455_CTCF_peaks.narrowPeak	Keratinocyte	416
GSM733636	CTCF	SKIN	NHEK	PRJNA63443_GSM733636_CTCF_peaks.narrowPeak	Keratinocyte	416
GSM822271	CTCF	SKIN	NHEK	PRJNA63443_GSM822271_CTCF_peaks.narrowPeak	Keratinocyte	416
GSM749707	CTCF	SKIN	NHEK	PRJNA63447_GSM749707_CTCF_peaks.narrowPeak	Keratinocyte	416
GSM749747	CTCF	SKIN	NHEK	PRJNA63447_GSM749747_CTCF_peaks.narrowPeak	Keratinocyte	416
GSM646474	CTCF	FIBROBLAST	NHLF	PRJNA63443_GSM646474_CTCF_peaks.narrowPeak	Fibroblast	417
GSM646475	CTCF	FIBROBLAST	NHLF	PRJNA63443_GSM646475_CTCF_peaks.narrowPeak	Fibroblast	417
GSM733695	CTCF	FIBROBLAST	NHLF	PRJNA63443_GSM733695_CTCF_peaks.narrowPeak	Fibroblast	417
GSM1022626	CTCF	FIBROBLAST	NHLF	PRJNA63447_GSM1022626_CTCF_peaks.narrowPeak	Fibroblast	417
GSM733744	CTCF	FIBROBLAST	NHDF	PRJNA63443_GSM733744_CTCF_peaks.narrowPeak	Fibroblast	418
GSM733765	CTCF	NEURAL	NH-A	PRJNA63443_GSM733765_CTCF_peaks.narrowPeak	Brain	419
GSM733784	CTCF	BONE	Osteobl	PRJNA63443_GSM733784_CTCF_peaks.narrowPeak	Bone	420
GSM822274	MYC	STEMCELL	hESC H1	PRJNA63443_GSM822274_MYC_peaks.narrowPeak	Stem cell	421
GSM748531	MYC	STEMCELL	hESC H1	PRJNA63447_GSM748531_MYC_peaks.narrowPeak	Stem cell	421
GSM935509	MYC	STEMCELL	hESC H1	PRJNA63447_GSM935509_MYC_peaks.narrowPeak	Stem cell	421
GSM822290	MYC	BLOOD	GM12878	PRJNA63443_GSM822290_MYC_peaks.narrowPeak	B cell	422
GSM748526	MYC	BLOOD	GM12878	PRJNA63447_GSM748526_MYC_peaks.narrowPeak	B cell	422
GSM748527	MYC	BLOOD	GM12878	PRJNA63447_GSM748527_MYC_peaks.narrowPeak	B cell	422
GSM754334	MYC	BLOOD	GM12878	PRJNA63447_GSM754334_MYC_peaks.narrowPeak	B cell	422
GSM822291	MYC	LIVER	Hep G2	PRJNA63443_GSM822291_MYC_peaks.narrowPeak	Liver	423
GSM748540	MYC	LIVER	Hep G2	PRJNA63447_GSM748540_MYC_peaks.narrowPeak	Liver	423
GSM748541	MYC	LIVER	Hep G2	PRJNA63447_GSM748541_MYC_peaks.narrowPeak	Liver	423
GSM748542	MYC	LIVER	Hep G2	PRJNA63447_GSM748542_MYC_peaks.narrowPeak	Liver	423
GSM822298	MYC	VASCULAR	HUVEC	PRJNA63443_GSM822298_MYC_peaks.narrowPeak	Endothelial	424
GSM748547	MYC	VASCULAR	HUVEC	PRJNA63447_GSM748547_MYC_peaks.narrowPeak	Endothelial	424
GSM822303	CTCF	NEURAL	Glioblastoma	PRJNA63443_GSM822303_CTCF_peaks.narrowPeak	Brain	425
GSM822310	MYC	BLOOD	K-562	PRJNA63443_GSM822310_MYC_peaks.narrowPeak	Myeloid	426
GSM487427	MYC	BLOOD	K-562	PRJNA63447_GSM487427_MYC_peaks.narrowPeak	Myeloid	426
GSM748551	MYC	BLOOD	K-562	PRJNA63447_GSM748551_MYC_peaks.narrowPeak	Myeloid	426
GSM748552	MYC	BLOOD	K-562	PRJNA63447_GSM748552_MYC_peaks.narrowPeak	Myeloid	426
GSM748553	MYC	BLOOD	K-562	PRJNA63447_GSM748553_MYC_peaks.narrowPeak	Myeloid	426
GSM935410	MYC	BLOOD	K-562	PRJNA63447_GSM935410_MYC_peaks.narrowPeak	Myeloid	426
GSM935428	MYC	BLOOD	K-562	PRJNA63447_GSM935428_MYC_peaks.narrowPeak	Myeloid	426
GSM935466	MYC	BLOOD	K-562	PRJNA63447_GSM935466_MYC_peaks.narrowPeak	Myeloid	426
GSM935516	MYC	BLOOD	K-562	PRJNA63447_GSM935516_MYC_peaks.narrowPeak	Myeloid	426
GSM935548	MYC	BLOOD	K-562	PRJNA63447_GSM935548_MYC_peaks.narrowPeak	Myeloid	426
GSM935599	MYC	BLOOD	K-562	PRJNA63447_GSM935599_MYC_peaks.narrowPeak	Myeloid	426
GSM1003604	CUX1	BLOOD	GM12878	PRJNA63447_GSM1003604_CUX1_peaks.narrowPeak	B cell	427
